555141.46,3544778.78,3.04,-18.75,-1.39,12,4,12:39:42.064,04/07/2015,220,0
555143.45,3544776.93,3.08,-18.67,-0.00,12,4,12:39:42.579,04/07/2015,220,0
555145.44,3544775.07,3.11,-18.67,-0.00,12,4,12:39:43.093,04/07/2015,220,0
555147.44,3544773.22,3.09,-18.63,-1.15,12,4,12:39:43.609,04/07/2015,220,0
555149.45,3544771.37,3.08,-18.63,-1.15,12,4,12:39:44.109,04/07/2015,220,0
555151.45,3544769.53,3.08,-18.55,-1.32,11,4,12:39:44.623,04/07/2015,220,0
555153.45,3544767.68,3.11,-18.55,-1.32,11,4,12:39:45.131,04/07/2015,220,0
555155.84,3544765.47,3.12,-18.58,-0.00,11,4,12:39:45.637,04/07/2015,220,0
555157.84,3544763.61,3.11,-18.58,-0.00,11,4,12:39:46.137,04/07/2015,220,0
555159.85,3544761.78,3.06,-18.43,-0.00,11,4,12:39:46.651,04/07/2015,220,0
555161.87,3544759.96,3.05,-18.43,-0.00,11,4,12:39:47.151,04/07/2015,220,0
555163.88,3544758.12,3.07,-18.36,-1.35,11,4,12:39:47.665,04/07/2015,220,0
555165.89,3544756.27,3.10,-18.36,-1.35,11,4,12:39:48.166,04/07/2015,220,0
555167.90,3544754.43,3.10,-18.35,-1.05,11,4,12:39:48.679,04/07/2015,220,0
555169.94,3544752.61,3.09,-18.35,-1.05,11,4,12:39:49.184,04/07/2015,220,0
555171.98,3544750.80,3.07,-18.32,-1.34,11,4,12:39:49.693,04/07/2015,220,0
555174.00,3544748.95,3.06,-18.32,-1.34,11,4,12:39:50.194,04/07/2015,220,0
555176.01,3544747.10,3.08,-18.33,-0.00,11,4,12:39:50.707,04/07/2015,220,0
555178.02,3544745.25,3.11,-18.33,-0.00,11,4,12:39:51.206,04/07/2015,220,0
555180.03,3544743.42,3.14,-18.41,-0.00,12,4,12:39:51.721,04/07/2015,220,0
555182.08,3544741.57,3.09,-18.41,-0.00,12,4,12:39:52.223,04/07/2015,220,0
555184.52,3544739.35,3.04,-18.43,-1.27,12,4,12:39:52.735,04/07/2015,220,0
555186.12,3544737.88,3.04,-18.43,-1.27,12,4,12:39:53.241,04/07/2015,220,0
555188.49,3544735.67,3.10,-18.47,-1.27,12,4,12:39:53.749,04/07/2015,220,0
555190.49,3544733.81,3.15,-18.47,-1.27,12,4,12:39:54.263,04/07/2015,220,0
555192.50,3544731.94,3.11,-18.61,-0.00,12,4,12:39:54.771,04/07/2015,220,0
555194.51,3544730.10,3.08,-18.61,-0.00,12,4,12:39:55.277,04/07/2015,220,0
555196.52,3544728.28,3.04,-18.57,-0.00,12,4,12:39:55.779,04/07/2015,220,0
555198.51,3544726.44,3.08,-18.57,-0.00,12,4,12:39:56.291,04/07/2015,220,0
555200.50,3544724.60,3.11,-18.58,-0.00,12,4,12:39:56.795,04/07/2015,220,0
555202.49,3544722.75,3.12,-18.58,-0.00,12,4,12:39:57.305,04/07/2015,220,0
555204.49,3544720.89,3.11,-18.60,-1.53,12,4,12:39:57.807,04/07/2015,220,0
555206.50,3544719.04,3.08,-18.60,-1.53,12,4,12:39:58.319,04/07/2015,220,0
555208.49,3544717.23,3.08,-18.50,-0.00,12,4,12:39:58.823,04/07/2015,220,0
555210.89,3544715.05,3.11,-18.50,-0.00,12,4,12:39:59.333,04/07/2015,220,0
555212.90,3544713.20,3.10,-18.61,-1.23,12,4,12:39:59.832,04/07/2015,220,0
555214.91,3544711.35,3.07,-18.61,-1.23,12,4,12:40:00.347,04/07/2015,220,0
555216.90,3544709.52,3.07,-18.41,-1.23,12,4,12:40:00.854,04/07/2015,220,0
555218.88,3544707.71,3.13,-18.41,-1.23,12,4,12:40:01.362,04/07/2015,220,0
555220.88,3544705.87,3.13,-18.44,-1.21,12,4,12:40:01.863,04/07/2015,220,0
555222.90,3544704.01,3.09,-18.44,-1.21,12,4,12:40:02.376,04/07/2015,220,0
555224.89,3544702.17,3.04,-18.35,-1.30,12,4,12:40:02.875,04/07/2015,220,0
555226.87,3544700.35,3.06,-18.35,-1.30,12,4,12:40:03.390,04/07/2015,220,0
555228.85,3544698.53,3.12,-18.27,-1.13,12,4,12:40:03.890,04/07/2015,220,0
555230.86,3544696.68,3.15,-18.27,-1.13,12,4,12:40:04.404,04/07/2015,220,0
555232.85,3544694.82,3.12,-18.26,-1.14,11,4,12:40:04.909,04/07/2015,220,0
555234.83,3544692.96,3.05,-18.26,-1.14,11,4,12:40:05.418,04/07/2015,220,0
555236.81,3544691.12,3.04,-18.14,-1.25,11,4,12:40:05.920,04/07/2015,220,0
555239.17,3544688.92,3.11,-18.14,-1.25,11,4,12:40:06.432,04/07/2015,220,0
555241.15,3544687.08,3.14,-18.13,-0.00,11,4,12:40:06.937,04/07/2015,220,0
555243.13,3544685.19,3.13,-18.13,-0.00,11,4,12:40:07.446,04/07/2015,220,0
555245.08,3544683.31,3.08,-18.12,-0.00,11,4,12:40:07.946,04/07/2015,220,0
555247.06,3544681.50,3.07,-18.12,-0.00,11,4,12:40:08.460,04/07/2015,220,0
555249.03,3544679.68,3.09,-18.10,-1.08,11,4,12:40:08.963,04/07/2015,220,0
555251.01,3544677.80,3.09,-18.10,-1.08,11,4,12:40:09.474,04/07/2015,220,0
555252.97,3544675.93,3.11,-18.15,-1.24,12,4,12:40:09.973,04/07/2015,220,0
555254.93,3544674.10,3.12,-18.20,-1.38,12,4,12:40:10.488,04/07/2015,220,0
555256.91,3544672.29,3.08,-18.20,-1.38,12,4,12:40:10.993,04/07/2015,220,0
555258.91,3544670.43,3.07,-18.34,-1.05,12,4,12:40:11.502,04/07/2015,220,0
555260.87,3544668.58,3.06,-18.34,-1.05,12,4,12:40:12.002,04/07/2015,220,0
555262.84,3544666.77,3.10,-18.30,-1.37,12,4,12:40:12.516,04/07/2015,220,0
555264.84,3544664.95,3.13,-18.30,-1.37,12,4,12:40:13.019,04/07/2015,220,0
