578731.07,3540011.92,5.35,-13.81,-1.02,13,1,11:30:33.402,04/01/2015,289,0
578731.25,3540013.61,5.38,-13.81,-1.02,13,1,11:30:33.917,04/01/2015,289,0
578731.41,3540015.30,5.39,-13.72,-1.08,13,1,11:30:34.417,04/01/2015,289,0
578731.59,3540017.67,5.39,-13.72,-1.08,13,1,11:30:35.052,04/01/2015,289,0
578731.66,3540018.69,5.41,-13.70,-0.00,13,1,11:30:35.433,04/01/2015,289,0
578731.80,3540020.72,5.41,-13.70,-0.00,13,1,11:30:35.945,04/01/2015,289,0
578731.93,3540022.42,5.41,-13.79,-1.12,13,1,11:30:36.444,04/01/2015,289,0
578732.07,3540024.13,5.41,-13.79,-1.12,13,1,11:30:36.958,04/01/2015,289,0
578732.20,3540025.83,5.42,-13.92,-1.16,13,1,11:30:37.458,04/01/2015,289,0
578732.34,3540027.52,5.41,-13.92,-1.16,13,1,11:30:37.972,04/01/2015,289,0
578732.49,3540029.20,5.42,-14.04,-1.24,13,1,11:30:38.474,04/01/2015,289,0
578732.62,3540030.89,5.36,-14.04,-1.24,13,1,11:30:38.986,04/01/2015,289,0
578732.70,3540032.58,5.33,-13.94,-1.24,13,1,11:30:39.488,04/01/2015,289,0
578732.79,3540034.28,5.28,-13.94,-1.24,13,1,11:30:40.000,04/01/2015,289,0
578732.92,3540035.97,5.28,-13.85,-1.16,13,1,11:30:40.506,04/01/2015,289,0
578733.07,3540037.65,5.25,-13.85,-1.16,13,1,11:30:41.014,04/01/2015,289,0
578733.20,3540039.34,5.27,-13.90,-0.00,13,1,11:30:41.513,04/01/2015,289,0
578733.32,3540041.03,5.27,-13.90,-0.00,13,1,11:30:42.028,04/01/2015,289,0
578733.45,3540042.73,5.26,-13.97,-1.25,13,1,11:30:42.533,04/01/2015,289,0
578733.61,3540044.78,5.24,-13.97,-1.25,13,1,11:30:43.042,04/01/2015,289,0
578733.73,3540046.48,5.24,-13.76,-1.25,13,1,11:30:43.546,04/01/2015,289,0
578733.84,3540048.20,5.25,-13.76,-1.25,13,1,11:30:44.057,04/01/2015,289,0
578733.96,3540049.91,5.26,-13.88,-1.21,13,1,11:30:44.556,04/01/2015,289,0
578734.12,3540051.63,5.25,-13.88,-1.21,13,1,11:30:45.071,04/01/2015,289,0
578734.28,3540053.33,5.25,-14.02,-0.00,13,1,11:30:45.571,04/01/2015,289,0
578732.50,3540054.98,3.93,-14.02,-0.00,13,4,11:30:46.085,04/01/2015,289,0
578732.61,3540056.68,3.93,-14.07,-0.00,13,4,11:30:46.584,04/01/2015,289,0
578732.73,3540058.40,3.92,-14.07,-0.00,13,4,11:30:47.099,04/01/2015,289,0
578732.88,3540060.09,3.89,-14.08,-1.37,13,4,11:30:47.603,04/01/2015,289,0
578733.06,3540061.78,3.88,-14.08,-1.37,13,4,11:30:48.113,04/01/2015,289,0
578733.23,3540063.47,3.91,-13.74,-1.25,13,4,11:30:48.612,04/01/2015,289,0
578733.37,3540065.17,3.95,-13.74,-1.25,13,4,11:30:49.127,04/01/2015,289,0
578733.48,3540066.88,3.93,-13.63,-1.26,13,4,11:30:49.629,04/01/2015,289,0
578733.63,3540068.93,3.92,-13.63,-1.26,13,4,11:30:50.141,04/01/2015,289,0
578733.80,3540070.64,3.90,-13.67,-0.00,13,4,11:30:50.645,04/01/2015,289,0
578733.97,3540072.35,3.89,-13.67,-0.00,13,4,11:30:51.155,04/01/2015,289,0
578734.14,3540074.06,3.93,-13.70,-1.28,13,4,11:30:51.656,04/01/2015,289,0
578734.29,3540075.77,3.97,-13.70,-1.28,13,4,11:30:52.169,04/01/2015,289,0
578734.45,3540077.50,3.94,-13.84,-1.26,13,4,11:30:52.668,04/01/2015,289,0
578734.59,3540079.22,3.90,-13.84,-1.26,13,4,11:30:53.183,04/01/2015,289,0
578734.74,3540080.92,3.88,-13.94,-1.05,13,4,11:30:53.683,04/01/2015,289,0
578734.91,3540082.61,3.92,-13.94,-1.05,13,4,11:30:54.197,04/01/2015,289,0
578735.09,3540084.31,3.93,-14.11,-1.22,13,4,11:30:54.696,04/01/2015,289,0
578735.26,3540086.00,3.94,-14.11,-1.22,13,4,11:30:55.211,04/01/2015,289,0
578735.41,3540087.69,3.92,-13.89,-1.14,13,4,11:30:55.710,04/01/2015,289,0
578735.54,3540089.40,3.90,-13.89,-1.14,13,4,11:30:56.225,04/01/2015,289,0
578735.71,3540091.11,3.88,-13.81,-1.14,13,4,11:30:56.727,04/01/2015,289,0
